"qseqid","vmr_invert_assoc_score","vmr_invert_assoc_tophit","vmr_tophit_pident","vmr_tophit_evalue","vmr_tophit_length","vhdb_invert_assoc_score","vhdb_invert_assoc_tophit","vhdb_tophit_pident","vhdb_tophit_evalue","vhdb_tophit_length","assignment_rpm","assignment_manual","assignment_vmr","assignment_vhdb","is_core","evidence"
"QTM46741_Hubei_partiti-like_virus_32_len1457",NA,NA,NA,NA,NA,NA,NA,42.2,3.35e-116,467,NA,NA,NA,NA,NA,NA
"QCM951148_Hubei_partiti-like_virus_33_len1498",NA,NA,NA,NA,NA,NA,NA,42.1,1.54e-116,447,NA,NA,NA,NA,NA,NA
"WHWN68514_Hubei_partiti-like_virus_34_len1456",NA,NA,NA,NA,NA,NA,NA,40.2,9.05e-102,455,NA,NA,NA,NA,NA,NA
"WHYY30311_Hubei_partiti-like_virus_35_len1470",NA,NA,NA,NA,NA,NA,NA,46.2,7.43e-134,468,NA,NA,NA,NA,NA,NA
"QTM3514_Hubei_partiti-like_virus_36_len1494",NA,NA,NA,NA,NA,NA,NA,45.7,4.0299999999999995e-132,473,NA,NA,NA,NA,NA,NA
"QTM23479_Hubei_partiti-like_virus_37_len1462",NA,NA,NA,NA,NA,NA,NA,46.5,2.63e-131,439,NA,NA,NA,NA,NA,NA
"SCM245982_Hubei_partiti-like_virus_38_len1535",NA,NA,NA,NA,NA,NA,NA,45.8,7.1e-141,474,NA,NA,NA,NA,NA,NA
"QTM24152_Hubei_partiti-like_virus_39_len1534",NA,NA,NA,NA,NA,NA,NA,50.2,1.62e-150,454,NA,NA,NA,NA,NA,NA
"QCM950973_Hubei_partiti-like_virus_4_len1862",NA,NA,NA,NA,NA,NA,NA,40.8,1.3599999999999999e-112,488,NA,NA,NA,NA,NA,NA
"WHCCII13098_Hubei_partiti-like_virus_40_len1528",NA,NA,NA,NA,NA,NA,NA,44,1.25e-130,457,NA,NA,NA,NA,NA,NA
"QTM24887_Hubei_partiti-like_virus_41_len1455",NA,NA,NA,NA,NA,NA,NA,44.3,5.41e-128,467,NA,NA,NA,NA,NA,NA
"spider134492_Hubei_partiti-like_virus_42_len1466",NA,NA,NA,NA,NA,NA,NA,52.7,2.28e-161,444,NA,NA,NA,NA,NA,NA
"WHLC8707_Hubei_partiti-like_virus_43_len1453",NA,NA,NA,NA,NA,NA,NA,45.8,5.44e-131,454,NA,NA,NA,NA,NA,NA
"QTM29853_Hubei_partiti-like_virus_44_len1478",NA,NA,NA,NA,NA,NA,NA,46.1,5.169999999999999e-133,466,NA,NA,NA,NA,NA,NA
"WHYY15874_Hubei_partiti-like_virus_45_len1443",NA,NA,NA,NA,NA,NA,NA,44,1.2499999999999999e-124,468,NA,NA,NA,NA,NA,NA
"QTM26281_Hubei_partiti-like_virus_46_len1444",NA,NA,NA,NA,NA,NA,NA,45,2.44e-138,462,NA,NA,NA,NA,NA,NA
"QTM46465_Hubei_partiti-like_virus_47_len1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QCM147194_Hubei_partiti-like_virus_48_len1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spider118314_Hubei_partiti-like_virus_49_len1382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QTM47485_Hubei_partiti-like_virus_5_len1816",NA,NA,NA,NA,NA,NA,NA,40.5,3.0099999999999996e-126,521,NA,NA,NA,NA,NA,NA
"spider58532_Hubei_partiti-like_virus_50_len1347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WHWN52466_Hubei_partiti-like_virus_51_len1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spider134151_Hubei_partiti-like_virus_52_len1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QTM26145_Hubei_partiti-like_virus_56_len1642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QTM22037_Hubei_partiti-like_virus_57_len1618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QCM38725_Hubei_partiti-like_virus_58_len1548",0,FALSE,56.5,4.3699999999999993e-178,462,0,FALSE,55.7,1.3299999999999998e-178,465,NA,NA,FALSE,FALSE,FALSE,"VMR"
"SCM33193_Hubei_partiti-like_virus_59_len3660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spider131688_Hubei_partiti-like_virus_6_len1803",NA,NA,NA,NA,NA,NA,NA,42.3,4.3499999999999994e-132,520,NA,NA,NA,NA,NA,NA
"QTM23269_Hubei_partiti-like_virus_7_len1739",NA,NA,NA,NA,NA,NA,NA,41,2.98e-117,483,NA,NA,NA,NA,NA,NA
"WHCC37315_Hubei_partiti-like_virus_8_len1484",NA,NA,NA,NA,NA,NA,NA,43.6,9.92e-131,488,NA,NA,NA,NA,NA,NA
"WHCC72771_Hubei_partiti-like_virus_9_len1764",NA,NA,NA,NA,NA,NA,NA,40.8,2.1800000000000002e-117,466,NA,NA,NA,NA,NA,NA
"WHBL68697_Hubei_picobirna-like_virus_2_len1814",2,TRUE,47.3,3.74e-149,490,NA,NA,47.6,1.6899999999999999e-147,494,NA,NA,TRUE,NA,TRUE,"VMR"
"WHBL66087_Hubei_picobirna-like_virus_4_len1662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SSZZ3448_Hubei_tetragnatha_maxillosa_virus_8_RdRp_len1823",NA,NA,NA,NA,NA,NA,NA,42.7,7.06e-126,494,NA,NA,NA,NA,NA,NA
"JMYJCC46554_Jingmen_picobirna-like_virus_1_len1632",0,FALSE,60.8,1.6099999999999996e-246,536,0,FALSE,57.7,1.3099999999999999e-216,523,NA,NA,FALSE,FALSE,FALSE,"VMR"
"SXSSP515_Sanxia_partiti-like_virus_1_len1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SXXX6738_Sanxia_partiti-like_virus_2_len1397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SXSSP2538_Sanxia_water_strider_virus_18_len1522",NA,NA,NA,NA,NA,NA,NA,41.9,3.58e-111,470,NA,NA,NA,NA,NA,NA
"SHWC0209c27544_Shahe_partiti-like_virus_1_len1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHWC0209c12590_Shahe_picobirna-like_virus_1_len3419",2,TRUE,47.7,1.75e-154,507,NA,NA,46.7,4.89e-154,510,NA,NA,TRUE,NA,TRUE,"VMR"
"SHWC01c3537_Shahe_picobirna-like_virus_2_len3344",2,TRUE,49.3,5.269999999999999e-165,497,NA,NA,49.3,6.229999999999999e-165,497,NA,NA,TRUE,NA,TRUE,"VMR"
"insectZJ79891_Shuangao_partiti-like_virus_1_len1467",NA,NA,NA,NA,NA,NA,NA,47.5,8.73e-137,453,NA,NA,NA,NA,NA,NA
"WLJQ97111_Wenling_partiti-like_virus_1_len1748",NA,NA,NA,NA,NA,NA,NA,46.4,6.469999999999999e-171,521,NA,NA,NA,NA,NA,NA
"WLJQ26001_Wenling_partiti-like_virus_10_len1391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WLJQ9539_Wenling_partiti-like_virus_11_len1328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WLJQ98567_Wenling_partiti-like_virus_12_len1301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WLJQ101202_Wenling_partiti-like_virus_13_len1339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WLJQ102434_Wenling_partiti-like_virus_2_len1440",NA,NA,NA,NA,NA,NA,NA,43.2,1.33e-120,468,NA,NA,NA,NA,NA,NA
"WLJQ124021_Wenling_partiti-like_virus_3_len1428",NA,NA,NA,NA,NA,NA,NA,42.8,1.7699999999999995e-119,444,NA,NA,NA,NA,NA,NA
"WLJQ103127_Wenling_partiti-like_virus_4_len1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WLJQ59225_Wenling_partiti-like_virus_5_len1384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WLJQ47818_Wenling_partiti-like_virus_6_len1382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WLJQ82808_Wenling_partiti-like_virus_7_len1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WLJQ123769_Wenling_partiti-like_virus_8_len1404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WLJQ23031_Wenling_partiti-like_virus_9_len1352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WZRBX37312_Wenzhou_partiti-like_virus_1_len1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WHXS3745_Wuhan_cricket_virus_2_RdRp_len1728",NA,NA,NA,NA,NA,NA,NA,41.1,4.4799999999999996e-129,489,NA,NA,NA,NA,NA,NA
"fly34516_Wuhan_fly_virus_5_RdRp_len1736",NA,NA,NA,NA,NA,NA,NA,41.9,7.26e-120,506,NA,NA,NA,NA,NA,NA
"fly116610_Wuhan_fly_virus_6_len1473",NA,NA,NA,NA,NA,NA,NA,45.8,5.2299999999999995e-138,474,NA,NA,NA,NA,NA,NA
"WHYY9725_Wuhan_house_centipede_virus_7_len1583",NA,NA,NA,NA,NA,NA,NA,44,1.9200000000000003e-123,450,NA,NA,NA,NA,NA,NA
"WHYY33011_Wuhan_house_centipede_virus_8_len1480",NA,NA,NA,NA,NA,NA,NA,45.4,9.859999999999999e-135,454,NA,NA,NA,NA,NA,NA
"WHZM10073_Wuhan_insect_virus_22_RdRp_len1880",NA,NA,NA,NA,NA,NA,NA,100,0,561,NA,NA,NA,NA,NA,NA
"WHCCII13263_Wuhan_insect_virus_23_RdRp_len1503",NA,NA,NA,NA,NA,NA,NA,44.6,1.27e-131,471,NA,NA,NA,NA,NA,NA
"CC64001_Wuhan_insect_virus_24_len1444",NA,NA,NA,NA,NA,NA,NA,46.9,4.53e-137,471,NA,NA,NA,NA,NA,NA
"CC64706_Wuhan_insect_virus_25_len1498",NA,NA,NA,NA,NA,NA,NA,48.8,4.7999999999999996e-145,475,NA,NA,NA,NA,NA,NA
"WHZHC73278_Wuhan_large_pig_roundworm_virus_1_RdRp_len1560",NA,NA,NA,NA,NA,NA,NA,63.7,3.989999999999999e-208,452,NA,NA,NA,NA,NA,NA
"WHWG256022_Wuhan_Millipede_virus_4_RdRp_len1859",NA,NA,NA,NA,NA,NA,NA,40.4,5.059999999999999e-133,520,NA,NA,NA,NA,NA,NA
"WHSFII2200_Wuhan_pillworm_virus_4_len2116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spider133290_Wuhan_spider_virus_10_len1416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XZSJSC65291_Xinzhou_partiti-like_virus_1_RdRp_len1523",NA,NA,NA,NA,NA,NA,NA,63.7,1.1099999999999999e-206,452,NA,NA,NA,NA,NA,NA
"ref_YP_138537_Amasya_cherry_disease-associated_mycovirus",0,FALSE,51.4,2.31e-226,626,0,FALSE,51.4,2.7299999999999997e-226,626,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_624350_Mycovirus_FusoV",0,FALSE,59.6,8.139999999999998e-222,488,0,FALSE,59.6,9.629999999999998e-222,488,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_009011230_Rhizoctonia_solani_dsRNA_virus_2",0,FALSE,54.8,3.049999999999999e-237,611,0,FALSE,54.8,3.6099999999999994e-237,611,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_008327312_Ustilaginoidea_virens_partitivirus_2",NA,NA,NA,NA,NA,0,FALSE,100,0,529,NA,NA,NA,FALSE,FALSE,"VHDB"
"ref_YP_007889821_White_clover_cryptic_virus_2",0,FALSE,45.3,5.5499999999999996e-204,737,NA,FALSE,45.3,6.56e-204,737,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_007419077_Rosellinia_necatrix_partitivirus_2",0,FALSE,100,0,603,0,FALSE,51.1,8.959999999999999e-196,611,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_004429258_Fig_cryptic_virus",0,FALSE,41.2,6.229999999999999e-92,471,0,FALSE,100,0,472,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_001911122_Ceratocystis_polonica_partitivirus",0,FALSE,58.4,1.7500000000000002e-277,623,1,TRUE,44.8,2.3199999999999993e-183,616,NA,NA,FALSE,TRUE,FALSE,"VMR"
"ref_YP_003082248_Sclerotinia_sclerotiorum_partitivirus_S",NA,NA,NA,NA,NA,0,FALSE,47.4,1.0599999999999999e-169,588,NA,NA,NA,FALSE,FALSE,"VHDB"
"ref_YP_002364401_Raphanus_sativus_cryptic_virus_3",0,FALSE,55.9,7.539999999999999e-183,469,0,FALSE,40.9,3.08e-90,408,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_006390091_Persimmon_cryptic_virus",0,FALSE,57.6,6.849999999999999e-190,476,0,FALSE,42.2,3.79e-99,408,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_001686789_Botryotinia_fuckeliana_partitivirus_1",0,FALSE,62,1.6399999999999998e-236,490,0,FALSE,62,1.94e-236,490,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_001686786_Rose_cryptic_virus_1",NA,NA,NA,NA,NA,0,FALSE,60.3,1.8499999999999995e-215,474,NA,NA,NA,FALSE,FALSE,"VHDB"
"ref_YP_656506_Raphanus_sativus_cryptic_virus_1",0,FALSE,41.3,2.29e-133,535,0,FALSE,41.3,2.7099999999999997e-133,535,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_052856_Penicillium_stoloniferum_virus_S",0,FALSE,62.9,5.85e-239,491,0,FALSE,62.9,6.92e-239,491,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_392480_Rosellinia_necatrix_partitivirus_1-W8",0,FALSE,45.9,1.41e-191,726,NA,FALSE,45.9,1.67e-191,726,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_271922_Penicillium_stoloniferum_virus_F",0,FALSE,100,0,538,0,FALSE,57.4,7.319999999999999e-212,516,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_227355_Pleurotus_ostreatus_virus_1",0,FALSE,40.3,1.0099999999999999e-132,606,NA,FALSE,40.3,1.1999999999999999e-132,606,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_086754_White_clover_cryptic_virus_1",0,FALSE,52.3,3.869999999999999e-231,621,0,FALSE,52.3,4.569999999999999e-231,621,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_624349_Fusarium_poae_virus_1",0,FALSE,47.1,1.0699999999999999e-200,683,NA,FALSE,40.7,1.87e-125,558,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_604475_Atkinsonella_hypoxylon_partitivirus",0,FALSE,40.3,7.85e-135,606,1,FALSE,40.1,1.5099999999999998e-125,564,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_116716_Discula_destructiva_virus_1",0,FALSE,59.6,3.3499999999999997e-226,490,0,FALSE,59.6,3.9599999999999996e-226,490,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_003104768_Primula_malacoides_virus_China-Mar2007",0,FALSE,44.7,3.0499999999999997e-197,727,NA,FALSE,41.4,2.5299999999999998e-126,567,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_002308574_Beet_cryptic_virus_1",0,FALSE,53.8,2.0299999999999997e-243,621,0,FALSE,53.8,2.3999999999999996e-243,621,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_NP_620659_Rhizoctonia_solani_virus_717",0,FALSE,45.5,1.8200000000000002e-192,726,NA,FALSE,45.5,2.15e-192,726,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_001686783_Raphanus_sativus_cryptic_virus_2",NA,NA,NA,NA,NA,0,FALSE,59.1,3.5099999999999997e-212,474,NA,NA,NA,FALSE,FALSE,"VHDB"
"ref_NP_659027_Gremmeniella_abietina_RNA_virus_MS1",0,FALSE,62.1,1.6199999999999999e-243,515,0,FALSE,62.1,1.9099999999999996e-243,515,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AHI59999_Porcine_picobirnavirus",0,FALSE,57.1,1.21e-204,524,0,FALSE,57.1,1.44e-204,524,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AIB06801_Fox_fecal_picobirnavirus",0,FALSE,57,4.02e-213,521,0,FALSE,57,4.7499999999999996e-213,521,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AHZ46150_Picobirnavirus_TK-MN-2011",0,FALSE,60,5.75e-231,520,0,FALSE,57.4,9.409999999999999e-213,516,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AHX00960_Human_picobirnavirus",0,FALSE,59.5,2.0099999999999998e-225,536,0,FALSE,54.7,5.569999999999999e-207,547,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_BAN58175_Picobirnavirus_cow-tottori7944-Jap-2013",0,FALSE,48.4,2.3099999999999995e-168,519,0,FALSE,44.6,5.209999999999999e-158,538,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AGK45545_Fox_picobirnavirus",0,FALSE,64.3,3.4e-261,543,0,FALSE,55.6,8.29e-209,543,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_YP_239361_Human_picobirnavirus",0,FALSE,61.6,2.1799999999999997e-240,528,0,FALSE,57.1,2.88e-204,524,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AFJ79071_Otarine_picobirnavirus",0,FALSE,63.4,1.8399999999999998e-244,528,0,FALSE,59.7,4.04e-228,538,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_BAJ53294_Human_picobirnavirus",0,FALSE,75.4,9.03e-293,517,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,"VMR"
"ref_BAJ53293_Human_picobirnavirus",0,FALSE,50.6,3.09e-182,530,0,FALSE,46.2,1.7999999999999996e-159,533,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_BAJ53290_Human_picobirnavirus",0,FALSE,64.1,5.559999999999999e-253,538,0,FALSE,57.8,8.069999999999999e-218,548,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_BAJ53289_Human_picobirnavirus",0,FALSE,60.1,1.03e-233,534,0,FALSE,56.3,4.81e-214,549,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_BAJ53287_Human_picobirnavirus",0,FALSE,63.6,1.3099999999999996e-247,525,0,FALSE,58.8,5.079999999999999e-227,539,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_ACT64131_Picobirnavirus_bovine-RUBV-P-IND-2005",0,FALSE,53.9,3.97e-203,527,0,FALSE,52.4,4.1999999999999995e-189,538,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AAG53584_human_picobirnavirus",0,FALSE,100,0,517,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,"VMR"
"ref_AAG53583_human_picobirnavirus",0,FALSE,61.6,1.61e-242,528,0,FALSE,56.9,7.24e-221,534,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AIY31288_Dromedary_picobirnavirus",0,FALSE,61.5,3.54e-244,538,0,FALSE,58.3,1.5499999999999997e-227,547,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AIY31286_Dromedary_picobirnavirus",0,FALSE,59.3,5.609999999999999e-225,540,0,FALSE,55.2,1.8e-205,562,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AIY31285_Dromedary_picobirnavirus",0,FALSE,60.1,3.609999999999999e-229,529,0,FALSE,53.1,1.48e-200,535,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_AHX00958_Human_picobirnavirus",0,FALSE,74.2,4.6699999999999995e-298,532,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,"VMR"
"ref_YP_009094186_Ustilaginoidea_virens_RNA_virus_M",NA,NA,NA,NA,NA,0,FALSE,50.4,1.8899999999999998e-169,496,NA,NA,NA,FALSE,FALSE,"VHDB"
"ref_NP_624325_Zygosaccharomyces_bailii_virus_Z",0,FALSE,97.8,0,637,0,FALSE,100,0,643,NA,NA,FALSE,FALSE,FALSE,"VMR"
"ref_BAU79482_Diatom_colony_associated_dsRNA_virus_1",2,TRUE,49.1,2.08e-154,493,NA,NA,49.1,2.45e-154,493,NA,NA,TRUE,NA,TRUE,"VMR"
"APG78421_Aphid_lethal_paralysis_virus",1,TRUE,95.3,0,2036,NA,NA,58.6,0,2089,NA,NA,TRUE,NA,TRUE,"VMR"
"YP_009448183_Armigeres_iflavirus",NA,NA,NA,NA,NA,NA,NA,58.1,0,2226,NA,NA,NA,NA,TRUE,"PROPAGATED_ITER1"
"QWO79067_Rhopalosiphum_padi_virus",1,TRUE,98.8,0,1998,NA,NA,71,0,1999,NA,NA,TRUE,NA,TRUE,"VMR"
"QTT60762_Yongsan_iflavirus_1",NA,NA,NA,NA,NA,NA,TRUE,60.9,0,2768,NA,NA,NA,TRUE,TRUE,"VHDB"
"QGA70909_Ista_virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AXV43894_Yongsan_picorna-like_virus_2",NA,NA,NA,NA,NA,NA,NA,82.9,0,3113,NA,NA,NA,NA,NA,NA
"YP_009337100_Hubei_picorna-like_virus_59",NA,NA,NA,NA,NA,NA,NA,100,0,2904,NA,NA,NA,NA,NA,NA
"UCC70386_Hammarskog_picorna-like_virus",NA,NA,NA,NA,NA,1,TRUE,66.8,0,2400,NA,NA,NA,TRUE,TRUE,"VHDB"
"DAD54753_Iflavirus_IricIV-3",NA,NA,NA,NA,NA,NA,NA,40.9,0,3126,NA,NA,NA,NA,NA,NA
"AWK77854_Bundaberg_bee_virus_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QBL75886_Solenopsis_invicta_virus_6",1,TRUE,100,0,1954,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,"VMR"
"UGO57105_Pyongtaek_Culex_picornavirus",NA,NA,NA,NA,NA,1,TRUE,74.9,0,2790,NA,NA,NA,TRUE,TRUE,"VHDB"
"YP_009337800_Sanxia_picorna-like_virus_5",NA,NA,NA,NA,NA,NA,NA,100,0,1706,NA,NA,NA,NA,NA,NA
"QRQ90167_Riboviria_sp",NA,NA,NA,NA,NA,NA,NA,40.8,2.1599999999999998e-118,569,NA,NA,NA,NA,NA,NA
"AXV43880_Yongsan_picorna-like_virus_1",NA,NA,NA,NA,NA,NA,NA,44,9.1e-213,887,NA,NA,NA,NA,NA,NA
"QJI53472_Riboviria_sp",NA,NA,NA,NA,NA,NA,NA,76.5,0,2882,NA,NA,NA,NA,NA,NA
"UHK03028_Guiyang_Solinvi-like_virus_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YP_009666362_Marine_RNA_virus_SF-3",0,FALSE,43.8,8.369999999999999e-197,824,NA,NA,53.9,0,2553,NA,NA,FALSE,NA,FALSE,"VMR"
"APG77501_Bole_hyalomma_asiaticum_virus_1",NA,NA,NA,NA,NA,NA,NA,42.5,0,2742,NA,NA,NA,NA,NA,NA
"UFZ21068_Planococcus_ficus-associated_dicistrovirus_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QHD64830_Erysiphe_necator_associated_picorna-like_virus_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QVG74791_Picornavirales_sp",NA,NA,NA,NA,NA,NA,NA,40.6,0,2725,NA,NA,NA,NA,NA,NA
"QRW42874_Calumiyane_virus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BBQ04783_Isahaya_Culex_iflavirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BHTH16136_Beihai_barnacle_virus_4_len7612",NA,NA,NA,NA,NA,NA,NA,100,0,2354,NA,NA,NA,NA,NA,NA
"YYSZX13554_Beihai_blue_swimmer_crab_virus_1_len12469",NA,NA,NA,NA,NA,NA,NA,100,0,3999,NA,NA,NA,NA,NA,NA
"BHJP42036_Beihai_echinoderm_virus_1_len8175",NA,NA,NA,NA,NA,NA,NA,100,0,2645,NA,NA,NA,NA,NA,NA
"BHJJX25619_Beihai_hermit_crab_virus_1_len9894",NA,NA,NA,NA,NA,NA,NA,100,0,1924,NA,NA,NA,NA,NA,NA
"BHXG26678_Beihai_mantis_shrimp_virus_3_len9599",NA,NA,NA,NA,NA,NA,NA,100,0,2912,NA,NA,NA,NA,NA,NA
"BHXG23944_Beihai_mantis_shrimp_virus_4_len10177",2,TRUE,43,0,2133,NA,NA,40.3,6.23e-142,781,NA,NA,TRUE,NA,TRUE,"VMR"
"BHXG25299_Beihai_mantis_shrimp_virus_5_len10256",2,TRUE,56.5,0,2081,NA,NA,41.8,0,1986,NA,NA,TRUE,NA,TRUE,"VMR"
"BWBFG40783_Beihai_mollusks_virus_1_len9034",0,FALSE,40.7,7.12e-305,1400,NA,NA,40.5,6.99e-305,1391,NA,NA,FALSE,NA,FALSE,"VMR"
"BHZY60889_Beihai_mollusks_virus_2_len8468",0,FALSE,44.2,0,1525,NA,NA,43.5,0,1454,NA,NA,FALSE,NA,FALSE,"VMR"
"BHZY180716_Beihai_octopus_viurs_1_len9211",0,FALSE,49.3,0,1645,NA,NA,41,0,1618,NA,NA,FALSE,NA,FALSE,"VMR"
"BHZY60909_Beihai_octopus_viurs_2_len9973",NA,NA,NA,NA,NA,NA,NA,100,0,2903,NA,NA,NA,NA,NA,NA
"BWBFG40339_Beihai_paphia_shell_virus_1_len9887",NA,NA,NA,NA,NA,NA,NA,42.9,0,1567,NA,NA,NA,NA,NA,NA
"BWBFG38484_Beihai_paphia_shell_virus_2_len9512",NA,NA,NA,NA,NA,NA,NA,41.4,0,1625,NA,NA,NA,NA,NA,NA
"BWBFG40853_Beihai_paphia_shell_virus_3_len9521",NA,NA,NA,NA,NA,NA,NA,100,0,2900,NA,NA,NA,NA,NA,NA
"BWBFG40859_Beihai_paphia_shell_virus_4_len9840",NA,NA,NA,NA,NA,NA,NA,100,0,2904,NA,NA,NA,NA,NA,NA
"BHBJDX18697_Beihai_picorna-like_virus_1_len9148",0,FALSE,54,0,1597,NA,NA,54,0,1597,NA,NA,FALSE,NA,FALSE,"VMR"
"BHNXC41148_Beihai_picorna-like_virus_100_len9895",NA,NA,NA,NA,NA,NA,NA,100,0,2082,NA,NA,NA,NA,NA,NA
"BHBJDX18559_Beihai_picorna-like_virus_101_len7349",NA,NA,NA,NA,NA,NA,NA,100,0,1499,NA,NA,NA,NA,NA,NA
"BHZC35144_Beihai_picorna-like_virus_102_len7273",NA,NA,NA,NA,NA,NA,NA,41,0,1408,NA,NA,NA,NA,NA,NA
