virus_name	contig_name	length	prop_masked_host	prop_masked_reciprocal	prop_masked_all
parvo0068	20HKBM0681_35664_multi10_len1770_parvo0068	1770	0.0	0.0	0.0
parvo0070	21SCSR2716_2994_multi12_len2310_parvo0070	2310	0.9935064935064936	0.05238095238095238	0.9935064935064936
nudi0001	20SHKW0164_33955_multi289_len17515_nudi0001	17515	0.015700827861832713	0.015700827861832713	0.015700827861832713
nudi0002	M20GDYW2296_55932_multi38_len12041_nudi0002	12041	0.0	0.0	0.0
nudi0003	M21NBJUNSR1254_26803_multi42_len111498_nudi0003	111498	0.0070853288848230465	0.00207178604100522	0.0070853288848230465
baci0001	19HENSDH1972_19064_multi17_len2782_baci0001	2782	0.0	0.0	0.0
baci0002	19HEBBM1996_32906_multi23_len6631_baci0002	6631	0.0	0.14477454380938018	0.14477454380938018
baci0003	19GDSDH1944_27819_multi10_len6719_baci0003	6719	0.0	0.10745646673612144	0.10745646673612144
baci0004	21BJCZJKW3569_10309_multi4_len978_baci0004	978	0.0	0.0	0.0
baci0005	21SCKW2690_44503_multi17_len6293_baci0005	6293	0.0	0.0	0.0
baci0006	21SCAW2730_6949_multi10_len2926_baci0006	2926	0.0	0.0	0.0
